andreinyc,14110509,"b'Prolonging the birthday magic with oysters, lobsters and fave? https://t.co/TWnvwWoehh'",2018-02-27 05:31:00
MelissaThomasss,101224765,b'@TheLucasSteele Can?t even describe the level of respect I have for @TheLucasSteele . Also that savageness though.? https://t.co/KtPtLGkuEO',2018-02-27 04:41:46
WeirdGuyAkim,167921627,"b'""Ridin with my n*ggas, cuz they understand me"" - PND https://t.co/eAPEgcysn1'",2018-02-27 03:49:33
HaikunHe,844700490,"b'Not quite there yet, but hey, Happy Lantern Festival! https://t.co/amsq0tecLy'",2018-02-27 03:31:44
Fitzness,18175406,b'Easiest way to do the @b_a_a_ finish line! Super fun legalseafoods dinner with weirickchad .? https://t.co/bQr3UcNnrW',2018-02-27 03:28:18
anastasia3898,2574085498,b'The perfect #negroni #latergram @ SRV Boston https://t.co/fvdtxWKIci',2018-02-27 03:19:53
LloydLegacy617,452483362,b'#TheLegacyTour2k18ReturnsToDorchesterMA for the first time in nearly 6 weeks for? https://t.co/eRB1GmL18L',2018-02-27 03:04:03
ErinOfBoston,20351179,"b'The spot.... (@ OAK Long Bar + Kitchen - @oaklbk in Boston, MA) https://t.co/u7IloPCHjp'",2018-02-27 02:58:53
SKankaansyrja,251676190,"b""I'm at Lolita Cocina &amp; Tequila Bar - @lolitaboston in Boston, MA https://t.co/Hr1qJxa2ty""",2018-02-27 02:36:18
KyleWKerr,6369532,b'Got to witness a beautiful wedding this weekend! Congrats Jess &amp; AJ!! @ Boston Public Library https://t.co/EYsPaPdDC2',2018-02-27 02:07:19
arlenstawasz,163862777,"b'We have a motivated group this semester, eager to take on the challenges of #climatechange in the built environment? https://t.co/AcjTWPk8ZR'",2018-02-27 01:52:25
cory1976,24252926,"b""I'm at Casa de dos gays y dos gatos in Boston, MA w/ @joebragdon https://t.co/HTs7kfTRMB https://t.co/LrZ1Bp00Wg""",2018-02-27 01:25:03
THEAVENUEmag,2229328298,"b'Monday mood. Peep the blog for a recent favorite: Athleisure. It?s good for running, also good? https://t.co/bI8SBilVtK'",2018-02-27 00:41:11
Daniela_Maria15,362115930,b'can?t wait to see this beautiful man? @ House of Blues Boston https://t.co/K6J8BWUeYi',2018-02-27 00:30:18
Martyg84,82165450,b'Flash back to a few weeks ago at the hobboston with @matomaofficial \n#oneinamilliontour? https://t.co/muNwLvwbz0',2018-02-27 00:07:14
VladeGuigni,79611240,"b'Playing a little funky. I hope you dig it, happy Monday!!! @ Berklee College of Music - 160 Mass? https://t.co/ol7mE5UzTd'",2018-02-27 00:04:21
LorettasTweetin,2499927606,"b'?Bound by a wild desire, I fell in to a ring of ?? Happy Birthday Johnny Cash! We?re celebratin?? https://t.co/yiiSaPxizQ'",2018-02-26 23:59:27
vanessaamariaa,128729568,b'happy birthday to me ?? thank you to Chris for making this day a very special day ? #21 @ Boston? https://t.co/uWkXQVgyz4',2018-02-26 23:32:24
Dream_Imagine,58451587,"b""I'm at Junior League of Boston in Boston, MA https://t.co/gwOsZ9kx3h""",2018-02-26 23:21:37
ejoseofficial,2605772449,b'?????? #PuertoRico #Culture #Plena #Berklee\nFull Video in my FB Page ? @ Berklee Performance Center https://t.co/cRecRIIPdh',2018-02-26 23:17:42
NA98c,924789265309011969,"b""I'm at Kashmir Indian Restaurant - @kashmirboston in Boston, MA https://t.co/QuQYx02t6j""",2018-02-26 23:14:48
